0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
12.071557472069657,12.065385474752832,11.724136154397094,12.101567151257925,12.139390880902146,12.360869621957349,12.114122599443906,11.818063316603633,11.690854042661853,11.87314283046212,11.979131441402622,11.39847353206125,12.06463709649164,11.909272722481663,12.003036588508087,12.057354822476517,12.078526823130193,12.205378923651583,0.09012260988627767,0.021914316015571624,0.6363573669856324,-0.21481748926375435,-0.5294000741239099,-0.6178515110247045,0.38879803089613607,0.020508287963504485,-0.3673716067363546,0.16167190993314168,0.05798223480753259,0.036456044707573944,0.00874207939839677,-0.00418039363572838,-0.6875746960201515,0.3653294158623876,0.1017526662098609,0.47053327572596537,-0.29253158569829973,-0.8924692664360523,0.05758392424920006,1.1177137173784804,17.68313448443032,17.95829871380925,17.982916233433386,17.959373590735314,17.72846025462649,18.022093751177227,17.727319150532498,18.322671785815896,18.215118981639666,17.91830009636876,17.76106330639669,18.39598967365812,18.262320405944784,18.154304506175222,17.52360174537267,17.805052963617516,18.07321118309216,17.999265782303898,18.149336971218936,18.167566735504888,18.040850988531407,18.252953905354993
12.183714377343303,12.021565368991059,11.57795014640871,12.209226367067851,12.072626982950945,12.322688863611889,12.307759531550479,11.630762041645713,12.008821838297989,11.825948833019925,12.057792851403686,11.51270941330509,12.321400468462352,12.25451803160879,11.808075273323517,12.027913766739397,12.169243927832037,12.325294431900655,0.10667719064336281,0.0009884223779053878,-0.36048505423494814,-0.21449035868620986,0.5607496059249641,0.719084600572851,0.11756764968309426,0.4156055515998779,0.3329389118531951,0.13774012943851166,0.3211837187512323,0.06931751426522549,0.2533036638250784,0.29247674654322214,-0.7054011425454796,0.44881882274454754,-0.8847551181762361,0.6080828883911271,0.08989137104890657,0.08305452923873474,0.00414561111814242,0.11969523705534411,17.967991167285092,17.85194357361692,18.371265457843727,17.878654923337933,18.04670331280295,18.325173101029947,17.763610951921006,18.501380226993717,18.277976844735406,17.75948335504767,17.769792033772607,18.43322206477447,18.09313367792419,18.15262177298095,17.47458872796402,17.908549944193606,17.753720339426334,18.203610836055912,18.016419873629218,18.433004980065245,17.90324922556244,18.188720025546257
12.400324625978358,12.187446485227756,11.57132475183395,12.423727834529812,12.307251910468274,12.466640452041526,12.241497854913815,11.497206130351936,12.12363608247679,11.974785975082932,11.910181434671408,11.561440858045634,12.580397585425743,12.077052139837635,11.937192815758356,12.140882238459422,11.852799294482741,12.649051959832828,0.11403375727820977,0.24520130049322889,0.23563756318264178,0.649993686131067,-0.2574693532166362,0.006260932164893169,-0.13356874297087734,0.16358527643889512,0.8040336235863644,0.4405962765826084,0.21342675118175458,0.25808151146323466,0.13974209538825733,0.23942378660886754,1.1184855385308148,0.6825633815907949,-0.6063703074374025,-0.0007572514740230271,-0.48887720052102424,0.07810744507825453,-0.5209434662386841,0.6158254205577727,17.999727832008837,17.971203530709165,18.59210048915246,18.049987947311816,18.15525824758546,18.478031617314034,17.4092053862362,18.77317021724714,18.055743784955407,17.744788744134826,17.797757088037816,18.450090271214112,17.94680702488674,18.093074643204705,17.254170336845508,17.780043510432357,17.73893386637495,18.271125582743714,17.698719246347583,18.36769765938998,17.842029346896222,17.992113428202305
12.611085036385338,11.74521942342618,11.930236324537509,12.350737288621234,12.381180348907893,12.207985860467293,12.119050508012265,11.555644676017211,12.403555011505947,12.059095191790245,11.946431667191819,11.343399176685748,12.689241655893813,12.231411375284766,11.941069063297961,12.468041799686585,11.862844834315878,12.732217285723896,0.3725754321424087,-0.43052483608278774,0.028039292184795783,0.03282130673652567,0.16949675690470983,0.2661790595909657,-0.2604842756155479,0.6900694694342574,0.4405294460287167,0.3969951503583836,0.17601524788702205,0.08632348263137649,0.2422508210681377,-0.7148621215151856,-0.14225515216961107,0.6335018843532344,0.021131532482489595,0.2413563802780689,-0.3859451875929773,0.18787344085982918,-0.39462329744309854,0.5164327939736724,17.920511038792984,17.96092454527066,18.48942115299725,18.088792148212978,18.18331693272557,18.229771762765843,17.009795898912603,18.667504039425058,17.986874603968666,17.549259376703866,18.191688425028033,18.61998152223498,17.985591414183048,18.23830014747478,17.28291782440968,18.003956733828577,17.5627032539057,18.190507124792912,17.80061821867869,18.317763065828327,17.72590229094568,17.779425054949954
12.33555116279392,11.792342335047893,11.826714064730275,12.182895355153432,12.359719920107047,12.016698585103692,11.902020402700705,11.518178872335936,12.135129461808924,12.112458871049325,12.03848599218828,11.146291256541563,12.858402230406398,12.302661933025982,11.477005943651877,12.423833306979175,11.9587463439162,12.488837943655863,0.21417102533036247,0.25163459100800745,0.3672383725006089,0.5415726063303672,-1.522328269621581,-0.6427995570263861,0.42305923464796685,0.04057899068498627,0.3473345620592923,0.3907428675275344,0.19510765615868136,-0.2663033783367482,0.30026840099522417,-0.10158426449233944,-0.15046764648506658,0.7580557093987444,-0.35337159082117653,-0.4262862943732497,0.05253798560414749,-0.7419029275166616,0.05191299311285137,0.4994394745960429,17.84491308959594,18.086465024181045,18.53064822892177,18.54014264264673,18.052001540056185,18.115276758003525,17.029361197283055,18.750808748368094,17.87656912394834,17.755034865039654,17.98398855750519,18.24681357119429,17.911432127423144,18.616591170528626,17.199353120647803,17.908310212256893,17.618974561413374,18.208032155826906,18.069069575250726,18.285425244223315,17.906177634231465,17.926518756806292
12.147986154810894,11.946515373825287,11.871471655058055,11.973933516349225,12.449263305269103,12.111179840679767,11.736938296704913,11.07053262567094,11.861964630725836,12.044634415195318,12.077454460242308,10.952342512614628,12.961214740891354,12.554965783533085,11.633531908915181,12.437707267510788,12.10453458283029,12.761513246363531,-0.19222843948854582,0.45564189238842545,-0.11763695498621946,0.44905866206117373,0.718184017121877,0.18632409324002755,-0.2447853235153358,0.06999435617418107,0.5358401869452949,0.4247377754773883,0.11346597190012393,0.3104645162025417,0.3090485076199019,0.42549133925338256,0.3603196156786335,0.922727075294179,0.27430280103169014,-0.07224392072221471,-0.503981117456819,0.05364293304828935,0.08591503690889331,0.2330143215407134,17.441868708509467,18.028260729563986,18.530225892924804,18.572283552902423,18.23352390226554,18.366521026891796,17.064234714836715,18.790282440815034,17.8871570175953,17.39336645423481,17.991880997365975,18.252507359281974,18.357063014093075,18.67670855545645,17.31773550189672,17.96648445038571,17.607052592335666,18.302451494037925,17.936621959517602,18.34040384600551,17.887137411123252,17.932442985197675
12.250993208252627,11.650798124669318,11.868187075843505,11.580662198474025,12.135088074855403,12.40800304638696,12.32675718176666,10.646392595143928,11.832170768772377,12.118646638249109,11.873515396300537,10.974449576109416,12.868980794484429,12.421527966577584,11.628685342141242,12.476226651257049,11.96606442798353,12.640481999242331,0.5108114920365194,0.38301556302500983,-0.7724679610767002,0.3512666569669278,-0.48614912236741736,0.771368183639888,1.3183345709727943,0.17210143186442833,-0.3397224924588747,0.5651023835860571,0.5234772672141046,0.2803988414497997,0.4951551714848202,0.3025665078794747,0.4446317123794879,0.5268082201236732,0.8428215466337821,0.5446899180773038,0.22973752948450454,-0.1997123904930085,0.14345144564403775,0.0711009611227989,17.56053602843574,17.895239255360224,18.38061153206047,18.46211205883669,18.068679414392047,18.394896635417496,17.31653451299719,19.015882966055337,18.153247351907762,17.365463648568195,17.779996715949565,18.448314524375476,18.324557421157824,18.573496520150382,17.313904883816452,17.836376051177396,17.99641698480489,18.33029617373065,17.775959387836178,18.224190385993506,17.627594606200244,18.059186165342712
12.353750398435068,11.879548933310705,12.105865730533122,11.99190362446209,11.909734581073442,12.479125716144093,12.575693097914016,10.525019559572492,11.932727654151416,12.093900102229158,11.914787750565626,10.849186520872815,13.020293729467056,12.274934186752832,11.869175591737857,12.954648578311847,11.834256573005801,12.822565699179444,1.0413301610548988,0.5538959632491538,-0.7495906009788491,0.5855838163530733,-0.3780020097283024,-0.20207857973965138,0.5812868340939201,0.21244916282363713,-0.11977792946854976,0.6924839993866543,-0.26044645195188165,0.3204055989122653,0.362986932134304,-0.6903260850550698,0.8561523437187997,0.44412045964837116,0.7871046018824391,0.007516962770895276,0.20910753913309854,-0.6522744497920547,0.47847743358208294,0.4514835908552991,17.612907469884888,17.77852714578101,18.365761110561856,18.996247133809305,18.227407273258066,18.165128611494325,17.39644388120033,19.24793259242126,18.123470792703586,17.48749035758578,17.681465745306884,18.319683724935253,18.3916010904013,18.535546208698445,16.934704504832872,18.02382108591072,18.179742522549457,18.36043301950103,17.670978995262377,17.64535337447919,17.482907161567628,18.18181066518855
12.456759935696278,11.947248214809587,12.611252215707847,11.771261951317753,11.67094957979363,12.416514110039463,12.305478224672411,10.616556876783202,12.291999818736809,12.185461224214315,12.207226938309153,10.947999304667919,12.741394715695204,12.494148168248312,11.650121487969296,12.534777325428042,11.719436437949081,13.137312542490465,-0.6378413299978658,0.6221391317475604,0.5623883599929063,-0.3342274554265888,-0.9732626431794321,0.05885370923047905,0.08324263628857353,0.318523000623397,-0.5898883746872543,0.5974589436977337,-0.11728951480959379,0.30700359056722104,0.24794964220560073,0.2625846566310842,-0.7255519932333693,0.6340605365039451,0.8577124515654393,0.2153699669909254,0.4972072100451192,-0.23694143489285954,0.47093384362896473,0.34707673288694785,17.57409144341827,18.187514905387214,18.30976788400055,19.078972409352172,18.05290501793694,18.00133812249958,17.36648173745117,19.286542753012885,18.105839818929507,17.555914241607713,18.018260151320753,18.07437160895486,18.580354847361164,19.03948773782752,16.741287330272964,17.89267083378289,18.236644919053788,18.20662299798369,17.7853007374238,17.88390717480861,16.84305423252519,17.77784069463578
